,mag,mag,mag,mag,mag,mag,mag,mag,mag,mag,,Jansky,Jansky,Jansky,Jansky,Jansky,Jansky,Jansky,Jansky,Jansky,Jansky,Jansky,Jansky,Jansky,Jansky,Jansky,Jansky,Jansky,Jansky,Jansky,Jansky,,,
,Jmag (1.22u),Hmag (1.63u),Kmag (2.19u),3.4u,4.6u,5.8u,8u,12u,22u,24u,,J (1.22u),H (1.63u),K (2.19u),3.6u flux,4.5u flux,5.8u flux,9u flux,12u flux,18u flux,25u flux,60u flux,65u flux,90u flux,100u flux,140u flux,160u flux,8.28u,12.13u,14.65,21.34,,,class
,12.869,11.777,11.349,,,,,,,,,,,,0.0118,0.00725,0.00573,0.00478,,,0.002367,,,,,,,,,,,,,Post- AGB
,,,,,,,,,,,,,,,0.00482,0.00615,0.0111,0.0399,,,1.295,,0.7675,,,,,,,,,,,Post- AGB
,13.466,12.617,12.368,,,,,,,,,,,,0.00385,0.00205,0.0015,0.00105,,,0.0011555,,,,,,,,,,,,,Post- AGB
,12.45,11.484,11.166,,,,,,,,,,,,0.0118,0.00667,0.00506,0.00404,,,0.0023155,,,,,,,,,,,,,Post- AGB
,13.69,13.503,13.373,,,,,,,,,,,,0.00176,0.00119,0.000931,0.000674,,,0.00473,,,,,,,,,,,,,Post- AGB
,13.492,12.59,12.387,,,,,,,,,,,,0.00389,0.0027,0.002,0.00209,,,0.0013885,,,,,,,,,,,,,Post- AGB
,12.318,11.351,11.016,,,,,,,,,,,,0.0146,0.0106,0.00817,0.00639,,,0.0032135,,,,,,,,,,,,,Post- AGB
,14.546,13.588,12.399,,,,,,,,,,,,0.016,0.0195,0.0292,0.0518,,,1.4435,,7.146,,,,,,,,,,,Post- AGB
,16.683,15.992,15.505,,,,,,,,,,,,0.00242,0.00596,0.0128,0.0225,,,0.055015,,,,,,,,,,,,,Post- AGB
,14.445,13.149,11.709,,,,,,,,,,,,0.0502,0.0733,0.0962,0.154,,,0.6406,,1.992,,,,,,,,,,,Post- AGB
,,,,,,,,,,,,,,,,0.00114,0.0066,0.0187,,,0.8888,,4.364,,,,,,,,,,,Post- AGB
,15.973,16.004,16.153,,,,,,,,,,,,0.000143,0.000115,,0.000242,,,0.002783,,,,,,,,,,,,,Post- AGB
,15.677,15.738,15.931,,,,,,,,,,,,0.00014,0.000094,,0.00015,,,0.0048625,,,,,,,,,,,,,Post- AGB
,10.687,9.727,9.394,,,,,,,,,,,,0.0659,0.0398,0.0344,0.0276,,,0.024585,,,,,,,,,,,,,Post- AGB
,14.489,14.319,14.193,,,,,,,,,,,,0.000814,0.00069,0.000484,0.000403,,,0.0019935,,,,,,,,,,,,,Post- AGB
,14.677,14.014,13.467,,,,,,,,,,,,,0.00115,0.00317,0.0108,,,0.08537,,1.894,,,,,,,,,,,Post- AGB
,13.373,13.412,13.412,,,,,,,,,,,,0.00121,0.000806,0.00053,0.00027,,,0.0031965,,,,,,,,,,,,,Post- AGB
,12.697,12.358,11.55,,,,,,,,,,,,0.0268,0.0302,0.0301,0.0289,,,0.01178,,,,,,,,,,,,,Post- AGB
,11.022,10.153,9.87,,,,,,,,,,,,0.0563,0.0638,0.0769,0.134,,,0.1517,,,,,,,,,,,,,Post- AGB
,13.997,14.017,13.902,,,,,,,,,,,,0.000862,0.000645,0.0005,0.000428,,,0.006417,,,,,,,,,,,,,Post- AGB
,15.005,14.897,14.978,,,,,,,,,,,,0.000366,0.000281,0.000207,0.000108,,,0.0028735,,,,,,,,,,,,,Post- AGB
,,,,,,,,,,,,,,,,,0.00156,0.00464,,,0.017265,,0.3271,,,,,,,,,,,Post- AGB
,15.339,14.488,14.01,,,,,,,,,,,,0.000895,0.000805,0.0013,0.00583,,,0.024155,,0.3205,,,,,,,,,,,Post- AGB
,15.165,15.231,15.216,,,,,,,,,,,,,,0.00062,0.00214,,,0.1308,,0.5502,,,,,,,,,,,Post- AGB
,12.661,11.765,11.127,,,,,,,,,,,,0.0396,0.0317,0.0267,0.0261,,,0.01605,,,,,,,,,,,,,Post- AGB
,17.002,16.016,14.748,,,,,,,,,,,,0.00244,0.00384,0.00611,0.0111,,,0.0381,,,,,,,,,,,,,Post- AGB
,15.487,15.512,15.407,,,,,,,,,,,,0.000183,0.00011,0.000074,0.000095,,,0.001056,,,,,,,,,,,,,Post- AGB
,15.666,15.369,15.251,,,,,,,,,,,,0.000433,0.000386,0.000354,0.000583,,,0.00657,,,,,,,,,,,,,Post- AGB
,14.757,14.149,13.662,,,,,,,,,,,,,,0.00249,0.00657,,,0.026285,,0.2867,,,,,,,,,,,Post- AGB
,12.244,11.276,11.019,,,,,,,,,,,,0.0139,0.00923,0.00715,0.00594,,,0.0033565,,,,,,,,,,,,,Post- AGB
,13.808,13.232,12.392,,,,,,,,,,,,0.0151,0.0149,0.0138,0.015,,,0.01957,,,,,,,,,,,,,Post- AGB
,17.199,16.249,15.057,,,,,,,,,,,,0.00255,0.00443,0.00877,0.0266,,,0.2613,,,,,,,,,,,,,Post- AGB
,16.79,15.266,13.767,,,,,,,,,,,,0.00553,0.00697,0.0108,0.022,,,0.78835,,,,,,,,,,,,,Post- AGB
,15.551,14.977,14.311,,,,,,,,,,,,,0.00306,0.0181,0.0398,,,0.96535,,,,,,,,,,,,,Post- AGB
,13.041,12.2,11.868,,,,,,,,,,,,0.0128,0.0137,0.0149,0.0164,,,0.0084395,,,,,,,,,,,,,Post- AGB
,15.467,15.261,15.038,,,,,,,,,,,,0.000378,0.000274,0.00021,0.00103,,,0.0014125,,,,,,,,,,,,,Post- AGB
,17.322,16.323,14.383,,,,,,,,,,,,0.0101,0.0193,0.0319,0.0544,,,0.1304,,,,,,,,,,,,,Post- AGB
,16.008,15.968,16.168,,,,,,,,,,,,0.000141,0.000102,0.000098,0.000184,,,0.0014065,,,,,,,,,,,,,Post- AGB
,,14.492,12.397,,,,,,,,,,,,0.106,0.175,0.252,0.3,,,0.16365,,,,,,,,,,,,,Post- AGB
,17.248,16.303,15.262,,,,,,,,,,,,,,0.00367,0.00856,,,0.11415,,,,,,,,,,,,,Post- AGB
,,,,,,,,,,,,,,,0.000522,0.000557,0.00259,0.00624,,,0.06618,,,,,,,,,,,,,Post- AGB
,13.124,12.709,12.512,,,,,,,,,,,,0.00449,0.00313,0.00239,0.00274,,,0.003023,,,,,,,,,,,,,Post- AGB
,15.407,14.729,13.407,,,,,,,,,,,,0.0144,0.0285,0.0542,0.0861,,,1.064,,6.87,,,,,,,,,,,Post- AGB
,13.394,12.504,12.323,,,,,,,,,,,,0.00404,0.00265,0.00194,0.00252,,,0.001578,,,,,,,,,,,,,Post- AGB
,15.909,15.799,15.706,,,,,,,,,,,,0.000365,0.000623,0.00103,0.00132,,,0.0118,,,,,,,,,,,,,Post- AGB
,15.833,15.02,14.309,,,,,,,,,,,,0.00255,0.00371,0.00553,0.0102,,,0.033115,,0.0911,,,,,,,,,,,Post- AGB
,14.456,14.34,14.075,,,,,,,,,,,,0.00105,0.000838,0.000664,0.000411,,,0.01629,,,,,,,,,,,,,Post- AGB
,14.522,14.536,14.714,,,,,,,,,,,,0.000364,0.000236,0.000145,0.00012,,,0.004155,,,,,,,,,,,,,Post- AGB
,10.214,9.376,9.022,,,,,,,,,,,,0.0873,0.0531,0.0468,0.0419,,,0.01789,,,,,,,,,,,,,Post- AGB
,16.983,15.237,13.572,,,,,,,,,,,,0.00987,0.0133,0.0183,0.0231,,,0.033315,,,,,,,,,,,,,Post- AGB
,10.397,9.45,9.11,,,,,,,,,,,,0.0876,0.0509,0.0391,0.0268,,,0.01192,,,,,,,,,,,,,Post- AGB
,15.07,15.158,15.036,,,,,,,,,,,,0.000236,0.000157,0.000071,0.000137,,,0.008711,,0.1246,,,,,,,,,,,Post- AGB
,13.435,12.584,12.317,,,,,,,,,,,,0.00399,0.00245,0.00195,0.00183,,,0.003885,,,,,,,,,,,,,Post- AGB
,12.493,11.529,11.232,,,,,,,,,,,,0.0123,0.00723,0.00526,0.00392,,,0.00164,,,,,,,,,,,,,Post- AGB
,12.477,11.526,11.19,,,,,,,,,,,,0.0106,0.00663,0.00508,0.00357,,,0.0017205,,,,,,,,,,,,,Post- AGB
,15.675,14.597,13.517,,,,,,,,,,,,0.00496,0.00635,0.0119,0.0274,,,0.66165,,2.42,,,,,,,,,,,Post- AGB
,12.416,11.74,11.43,,,,,,,,,,,,0.0172,0.0122,0.0108,0.0103,,,0.0095455,,,,,,,,,,,,,Post- AGB
,16.161,15.431,14.868,,,,,,,,,,,,0.000542,0.000453,0.000428,0.00203,,,0.008538,,0.1424,,,,,,,,,,,Post- AGB
,10.619,9.732,9.4,,,,,,,,,,,,0.0745,0.0489,0.0421,0.0358,,,0.022545,,,,,,,,,,,,,Post- AGB
,12.726,11.706,11.409,,,,,,,,,,,,0.00973,0.00639,0.00481,0.00358,,,0.001457,,,,,,,,,,,,,Post- AGB
,15.814,15.864,,,,,,,,,,,,,0.000104,0.000074,,0.000064,,,0.0016545,,,,,,,,,,,,,Post- AGB
,14.426,14.427,14.465,,,,,,,,,,,,0.000459,0.000305,0.000209,0.00011,,,0.00108,,,,,,,,,,,,,Post- AGB
,,,,,,,,,,,,,,,,,0.00215,0.00453,,,0.0078045,,,,,,,,,,,,,Post- AGB
,15.949,15.918,15.937,,,,,,,,,,,,0.000146,0.000109,,0.000174,,,0.0034025,,,,,,,,,,,,,Post- AGB
,17.157,17.055,16.299,,,,,,,,,,,,0.000459,0.000573,0.00163,0.0045,,,0.1117,,,,,,,,,,,,,Post- AGB
,12.189,11.274,10.96,,,,,,,,,,,,0.014,0.00963,0.00761,0.00674,,,0.003426,,,,,,,,,,,,,Post- AGB
,12.98,12.057,11.836,,,,,,,,,,,,0.00559,0.00344,0.00248,0.00193,,,0.0008585,,,,,,,,,,,,,Post- AGB
,12.937,12.137,11.98,,,,,,,,,,,,0.00669,0.00649,0.00753,0.0158,,,0.020145,,,,,,,,,,,,,Post- AGB
,12.066,11.697,11.638,,,,,,,,,,,,0.00659,0.00425,0.00272,0.00155,,,0.0020075,,,,,,,,,,,,,Post- AGB
,12.616,11.707,11.324,,,,,,,,,,,,0.0112,0.00719,0.00589,0.00446,,,0.0025715,,,,,,,,,,,,,Post- AGB
,15.802,15.898,15.851,,,,,,,,,,,,0.000132,0.000086,0.000112,0.000141,,,0.0103,,,,,,,,,,,,,Post- AGB
,,,15.841,,,,,,,,,,,,0.000174,0.000184,0.000155,0.000453,,,0.0010505,,,,,,,,,,,,,Post- AGB
,15.484,15.44,15.258,,,,,,,,,,,,0.000238,0.000152,0.00017,0.000346,,,0.0086005,,,,,,,,,,,,,Post- AGB
,15.568,15.448,15.228,,,,,,,,,,,,0.000367,0.000291,0.000229,0.000333,,,0.0020705,,,,,,,,,,,,,Post- AGB
,,,,,,,,,,,,,,,,0.00128,0.0068,0.0183,,,0.32815,,1.983,,,,,,,,,,,Post- AGB
,15.901,15.237,14.471,,,,,,,,,,,,0.000901,0.0012,0.00215,0.00921,,,0.03822,,0.1609,,,,,,,,,,,Post- AGB
,14.157,14.243,14.211,,,,,,,,,,,,0.000538,0.000356,0.000224,0.000104,,,0.003194,,,,,,,,,,,,,Post- AGB
,,,,,,,,,,,,,,,,,0.00332,0.00788,,,0.043345,,0.6018,,,,,,,,,,,Post- AGB
,12.901,11.946,11.599,,,,,,,,,,,,0.00808,0.00476,0.00385,0.00321,,,0.001492,,,,,,,,,,,,,Post- AGB
,12.747,11.824,11.578,,,,,,,,,,,,0.00818,0.00569,0.00431,0.004,,,0.0020325,,,,,,,,,,,,,Post- AGB
,14.686,14.674,14.58,,,,,,,,,,,,0.000512,0.000353,0.000356,0.000323,,,0.006427,,,,,,,,,,,,,Post- AGB
,12.345,11.408,11.027,,,,,,,,,,,,0.0151,0.00978,0.00806,0.0067,,,0.0035165,,,,,,,,,,,,,Post- AGB
,16.642,16.264,15.657,,,,,,,,,,,,,0.00043,0.002806,0.006689,,,0.0401,,0.3048,,,,,,,,,,,Post- AGB
,14.816,14.029,13.637,,,,,,,,,,,,,0.00105,0.00169,0.0064,,,0.01309,,0.1897,,,,,,,,,,,Post- AGB
,12.491,11.565,11.276,,,,,,,,,,,,0.0107,0.00732,0.0055,0.00478,,,0.002861,,,,,,,,,,,,,Post- AGB
,15.946,15.906,15.678,,,,,,,,,,,,0.000158,0.00012,0.000125,0.000194,,,0.001851,,,,,,,,,,,,,Post- AGB
,13.093,12.897,12.695,,,,,,,,,,,,0.0034,0.00257,0.00203,0.00151,,,0.0199,,,,,,,,,,,,,Post- AGB
,,,,,,,,,,,,,,,0.000118,0.000096,0.000579,0.00142,,,0.001684,,,,,,,,,,,,,Post- AGB
,16.018,16.135,16.04,,,,,,,,,,,,0.000104,0.000065,,0.000267,,,0.0074615,,,,,,,,,,,,,Post- AGB
,17.171,15.037,13.511,,,,,,,,,,,,0.00984,0.014,0.0201,0.0296,,,0.04427,,,,,,,,,,,,,Post- AGB
,,15.272,12.751,,,,,,,,,,,,0.106,0.174,0.255,0.3,,,0.141,,,,,,,,,,,,,Post- AGB
,13.121,12.186,10.81,,,,,,,,,,,,0.115,0.16,0.204,0.317,,,0.95715,,,,,,,,,,,,,Post- AGB
,16.48,15.996,15.422,,,,,,,,,,,,,,0.00408,0.0116,,,0.1378,,1.769,,,,,,,,,,,Post- AGB
,14.961,15.043,15.078,,,,,,,,,,,,0.000266,0.000161,0.000113,0.000101,,,0.0047685,,,,,,,,,,,,,Post- AGB
,11.139,10.164,9.844,,,,,,,,,,,,0.0425,0.0244,0.0181,0.0119,,,0.005122,,,,,,,,,,,,,Post- AGB
,12.538,11.482,11.162,,,,,,,,,,,,0.0119,0.00719,0.00535,0.00422,,,0.002727,,,,,,,,,,,,,Post- AGB
,10.824,9.834,9.489,,,,,,,,,,,,0.0574,0.0337,0.0257,0.0168,,,0.00682,,,,,,,,,,,,,Post- AGB
,12.988,12.649,12.309,,,,,,,,,,,,0.00811,0.00883,0.00858,0.00935,,,0.004312,,,,,,,,,,,,,Post- AGB
,,,,,,,,,,,,,,,,0.00105,0.0046,0.0156,,,0.36695,,,,,,,,,,,,,Post- AGB
,15.719,15.71,15.657,,,,,,,,,,,,0.000128,0.000094,0.000059,0.000148,,,0.0022155,,,,,,,,,,,,,Post- AGB
,12.242,11.351,11.016,,,,,,,,,,,,0.0147,0.00802,0.00649,0.00549,,,0.0025525,,,,,,,,,,,,,Post- AGB
,13.054,12.142,11.869,,,,,,,,,,,,0.00579,0.00377,0.0028,0.00274,,,0.001099,,,,,,,,,,,,,Post- AGB
,13.969,13.133,12.516,,,,,,,,,,,,,,0.00827,0.0235,,,0.1164,,2.101,,,,,,,,,,,Post- AGB
,9.408,8.54,8.077,,,,,,,,,,,,0.308,0.25,0.184,0.104,,,0.06775,,,,,,,,,,,,,Post- AGB
,12.485,11.532,11.201,,,,,,,,,,,,0.0118,0.00766,0.00574,0.00404,,,0.0016165,,,,,,,,,,,,,Post- AGB
,,,,,,,,,,,,,,,,0.000086,,0.000126,,,0.006973,,,,,,,,,,,,,Post- AGB
,13.293,12.363,12.147,,,,,,,,,,,,0.00549,0.00398,0.00306,0.00324,,,0.0017295,,,,,,,,,,,,,Post- AGB
,15.376,15.402,15.433,,,,,,,,,,,,0.000193,0.000122,0.000116,0.000096,,,0.0085165,,,,,,,,,,,,,Post- AGB
,13.096,12.299,12.123,,,,,,,,,,,,0.00563,0.00352,0.00266,0.00262,,,0.0013775,,,,,,,,,,,,,Post- AGB
,13.09,12.214,11.987,,,,,,,,,,,,0.00595,0.0039,0.00313,0.00244,,,0.001047,,,,,,,,,,,,,Post- AGB
,12.224,11.274,10.937,,,,,,,,,,,,0.0149,0.00921,0.00742,0.00561,,,0.0032265,,,,,,,,,,,,,Post- AGB
,16.773,16.651,,,,,,,,,,,,,0.000135,0.000102,0.000405,0.00106,,,0.005919,,,,,,,,,,,,,Post- AGB
,16.174,15.185,14.06,,,,,,,,,,,,0.00465,0.00472,0.0109,0.0235,,,0.31265,,0.8105,,,,,,,,,,,Post- AGB
,10.382,9.571,9.062,,,,,,,,,,,,0.102,0.0765,0.0571,0.0411,,,0.01725,,,,,,,,,,,,,Post- AGB
,12.524,11.541,11.233,,,,,,,,,,,,0.0107,0.00693,0.00494,0.00362,,,0.001774,,,,,,,,,,,,,Post- AGB
,12.411,11.644,11.424,,,,,,,,,,,,0.00913,0.00563,0.00383,0.00226,,,0.0011545,,,,,,,,,,,,,Post- AGB
,12.732,11.758,11.53,,,,,,,,,,,,0.00835,0.0052,0.00427,0.00314,,,0.0015275,,,,,,,,,,,,,Post- AGB
,13.558,13.455,13.339,,,,,,,,,,,,0.000565,0.000433,0.000299,0.0002,,,0.0015155,,,,,,,,,,,,,Post- AGB
,9.999,9.173,8.866,,,,,,,,,,,,0.104,0.0596,0.0507,0.0457,,,0.030095,,,,,,,,,,,,,Post- AGB
,17.105,16.788,15.574,,,,,,,,,,,,0.000784,0.00106,0.00228,0.00809,,,0.03321,,,,,,,,,,,,,Post- AGB
,15.964,15.045,14.194,,,,,,,,,,,,,0.00226,0.005,0.0118,,,0.07667,,0.5549,,,,,,,,,,,Post- AGB
,,,,,,,,,,,,,,,0.000052,0.000038,,0.000115,,,0.0020425,,,,,,,,,,,,,Post- AGB
,12.669,11.741,11.462,,,,,,,,,,,,0.00875,0.00549,0.00422,0.00396,,,0.0021925,,,,,,,,,,,,,Post- AGB
,16.122,15.71,15.021,,,,,,,,,,,,0.00163,0.00131,0.00914,0.0352,,,1.06,,1.966,,,,,,,,,,,Post- AGB
,13.736,12.824,12.619,,,,,,,,,,,,0.00309,0.00215,0.00162,0.00192,,,0.000989,,,,,,,,,,,,,Post- AGB
,15.541,15.574,15.654,,,,,,,,,,,,0.00018,0.000093,,0.000096,,,0.0020965,,,,,,,,,,,,,Post- AGB
,14.309,14.413,14.506,,,,,,,,,,,,0.000415,0.000265,0.000144,0.000099,,,0.0024525,,,,,,,,,,,,,Post- AGB
,14.705,13.448,12.684,,,,,,,,,,,,0.00676,0.00761,0.00781,0.0073,,,0.0032055,,,,,,,,,,,,,Post- AGB
,13.857,13.935,13.958,,,,,,,,,,,,0.000784,0.000495,0.000297,0.000189,,,0.0016415,,,,,,,,,,,,,Post- AGB
,15.212,13.45,12.008,,,,,,,,,,,,0.0328,0.0412,0.0501,0.0523,,,0.027505,,,,,,,,,,,,,Post- AGB
,14.384,14.464,14.501,,,,,,,,,,,,0.000438,0.000261,0.000139,0.00014,,,0.0021605,,,,,,,,,,,,,Post- AGB
,,15.224,,,,,,,,,,,,,0.0176,0.0243,0.0289,0.0296,,,0.0212,,,,,,,,,,,,,Post- AGB
,12.941,11.684,11.045,,,,,,,,,,,,0.0211,0.0143,0.0133,0.0157,,,0.009157,,,,,,,,,,,,,Post- AGB
,12.721,11.74,11.506,,,,,,,,,,,,0.00875,0.00545,0.00445,0.00362,,,0.001927,,,,,,,,,,,,,Post- AGB
,12.559,11.545,11.259,,,,,,,,,,,,0.011,0.00662,0.00505,0.00389,,,0.0020955,,,,,,,,,,,,,Post- AGB
,15.09,14.109,13.018,,,,,,,,,,,,0.00945,0.0101,0.0205,0.0541,,,0.49345,,4.302,,,,,,,,,,,Post- AGB
,,15.998,,,,,,,,,,,,,0.00179,0.00208,0.00632,0.022,,,0.0925,,0.07196,,,,,,,,,,,Post- AGB
,13.126,13.084,13.109,,,,,,,,,,,,0.00162,0.00105,0.000657,0.000314,,,0.001776,,,,,,,,,,,,,Post- AGB
,10.779,9.857,9.564,,,,,,,,,,,,0.0516,0.0301,0.023,0.015,,,0.006281,,,,,,,,,,,,,Post- AGB
,11.372,10.446,10.1,,,,,,,,,,,,0.0302,0.0192,0.0144,0.00956,,,0.0041235,,,,,,,,,,,,,Post- AGB
,12.238,11.312,10.917,,,,,,,,,,,,0.0147,0.00877,0.00678,0.00524,,,0.0039395,,,,,,,,,,,,,Post- AGB
,12.793,11.851,11.554,,,,,,,,,,,,0.00808,0.00484,0.00375,0.00287,,,0.001158,,,,,,,,,,,,,Post- AGB
,14.022,13.927,13.735,,,,,,,,,,,,0.00149,0.00118,0.000936,0.00065,,,0.0017085,,,,,,,,,,,,,Post- AGB
,12.095,11.006,10.463,,,,,,,,,,,,0.0408,0.0348,0.034,0.0372,,,0.2101,,0.08119,,,,,,,,,,,Post- AGB
,14.441,14.585,14.546,,,,,,,,,,,,0.000395,0.000273,0.000174,0.000172,,,0.0028935,,,,,,,,,,,,,Post- AGB
,12.596,11.606,11.347,,,,,,,,,,,,0.00967,0.00551,0.00422,0.0029,,,0.001362,,,,,,,,,,,,,Post- AGB
,12.575,11.731,11.455,,,,,,,,,,,,0.00861,0.00495,0.00368,0.00276,,,0.0011725,,,,,,,,,,,,,Post- AGB
,13.576,12.977,12.598,,,,,,,,,,,,0.00629,0.00701,0.00767,0.00932,,,0.0050635,,,,,,,,,,,,,Post- AGB
,11.057,10.739,10.682,,,,,,,,,,,,0.0156,0.00994,0.00634,0.00352,,,0.001488,,,,,,,,,,,,,Post- AGB
,13.127,12.257,11.982,,,,,,,,,,,,0.00511,0.0029,0.00231,0.0023,,,0.001191,,,,,,,,,,,,,Post- AGB
,12.778,11.837,11.528,,,,,,,,,,,,0.00903,0.00623,0.00464,0.00336,,,0.0016085,,,,,,,,,,,,,Post- AGB
,,,,,,,,,,,,,,,0.00267,0.0124,0.0371,0.101,,,0.1856,,,,,,,,,,,,,Post- AGB
,16.515,15.569,14.893,,,,,,,,,,,,0.00168,0.00157,0.00596,0.0149,,,0.07655,,,,,,,,,,,,,Post- AGB
,15.4,15.099,14.8,,,,,,,,,,,,0.000365,0.000298,0.000228,0.000681,,,0.0017305,,,,,,,,,,,,,Post- AGB
,12.958,12.618,12.557,,,,,,,,,,,,0.00297,0.00202,0.0014,0.000709,,,0.0057535,,0.03943,,,,,,,,,,,Post- AGB
,16.25,16.369,,,,,,,,,,,,,0.000187,0.000157,0.000159,0.000298,,,0.0014165,,,,,,,,,,,,,Post- AGB
,15.508,14.735,14.051,,,,,,,,,,,,0.00143,0.00113,0.0019,0.0154,,,0.05887,,0.761,,,,,,,,,,,Post- AGB
,,,,,,,,,,,,,,,0.0104,0.0147,0.0179,0.0242,,,0.021865,,,,,,,,,,,,,Post- AGB
,12.59,11.659,11.371,,,,,,,,,,,,0.00979,0.00601,0.00463,0.00351,,,0.001618,,,,,,,,,,,,,Post- AGB
,12.195,11.325,10.946,,,,,,,,,,,,0.0146,0.00891,0.00698,0.00565,,,0.003482,,,,,,,,,,,,,Post- AGB
,13.972,13.833,13.794,,,,,,,,,,,,0.00103,0.000682,0.000741,0.00147,,,0.0013905,,,,,,,,,,,,,Post- AGB
,16.107,15.744,15.988,,,,,,,,,,,,0.000297,0.000256,0.000302,0.00054,,,0.013615,,0.1603,,,,,,,,,,,Post- AGB
,12.754,11.692,11.383,,,,,,,,,,,,0.0103,0.00611,0.00492,0.0038,,,0.0026525,,,,,,,,,,,,,Post- AGB
,12.813,11.852,11.659,,,,,,,,,,,,0.00724,0.00424,0.00312,0.00263,,,0.0021495,,,,,,,,,,,,,Post- AGB
,12.156,11.275,10.959,,,,,,,,,,,,0.0133,0.00823,0.00616,0.00517,,,0.0029715,,,,,,,,,,,,,Post- AGB
,14.606,13.805,13.509,,,,,,,,,,,,,0.000979,0.00194,0.00521,,,0.016025,,,,,,,,,,,,,Post- AGB
,12.395,11.49,11.18,,,,,,,,,,,,0.011,0.00624,0.00475,0.0027,,,0.0013645,,,,,,,,,,,,,Post- AGB
,13.754,13.414,13.088,,,,,,,,,,,,0.00684,0.0104,0.0147,0.0235,,,0.017755,,,,,,,,,,,,,Post- AGB
,12.067,11.145,10.755,,,,,,,,,,,,0.0187,0.0125,0.00968,0.00677,,,0.0030995,,,,,,,,,,,,,Post- AGB
,12.463,11.497,11.195,,,,,,,,,,,,0.0113,0.00827,0.006,0.00459,,,0.0021245,,,,,,,,,,,,,Post- AGB
,12.79,11.859,11.586,,,,,,,,,,,,0.00857,0.00547,0.00415,0.00306,,,0.001299,,,,,,,,,,,,,Post- AGB
,13.604,13.626,13.675,,,,,,,,,,,,0.00101,0.000622,0.000392,0.000263,,,0.0044045,,,,,,,,,,,,,Post- AGB
,16.676,15.95,15.379,,,,,,,,,,,,0.000874,0.000918,0.00402,0.0115,,,0.08188,,,,,,,,,,,,,Post- AGB
,12.636,11.724,11.443,,,,,,,,,,,,0.00931,0.00717,0.0059,0.00901,,,0.0049605,,,,,,,,,,,,,Post- AGB
,15.307,15.289,14.991,,,,,,,,,,,,0.000235,0.000188,0.000131,0.00013,,,0.0011355,,,,,,,,,,,,,Post- AGB
,13.189,12.509,12.329,,,,,,,,,,,,0.00381,0.00246,0.00193,0.00216,,,0.001529,,,,,,,,,,,,,Post- AGB
,16.527,15.27,13.975,,,,,,,,,,,,0.00435,0.00545,0.00947,0.0193,,,0.063995,,0.3147,,,,,,,,,,,Post- AGB
,14.495,14.044,13.115,,,,,,,,,,,,0.00934,0.012,0.0151,0.0246,,,0.032055,,,,,,,,,,,,,Post- AGB
,12.683,11.758,11.501,,,,,,,,,,,,0.00929,0.00573,0.00436,0.00326,,,0.001404,,,,,,,,,,,,,Post- AGB
,16.963,16.717,16.032,,,,,,,,,,,,0.000633,0.000758,0.00201,0.0049,,,0.050725,,,,,,,,,,,,,Post- AGB
,,16.42,14.945,,,,,,,,,,,,0.00791,0.0194,0.0425,0.0786,,,0.3983,,,,,,,,,,,,,Post- AGB
,15.439,15.586,15.523,,,,,,,,,,,,0.000161,0.000096,,0.000099,,,0.0017,,,,,,,,,,,,,Post- AGB
,14.116,14.158,14.199,,,,,,,,,,,,0.000629,0.000418,0.000261,0.000196,,,0.0051985,,,,,,,,,,,,,Post- AGB
,10.511,9.732,9.29,,,,,,,,,,,,0.0893,0.0702,0.0574,0.0423,,,0.01734,,,,,,,,,,,,,Post- AGB
,13.617,12.827,12.651,,,,,,,,,,,,0.00275,0.00162,0.00115,0.00074,,,0.0012225,,,,,,,,,,,,,Post- AGB
,12.259,11.29,10.988,,,,,,,,,,,,0.0143,0.009,0.00719,0.00486,,,0.002364,,,,,,,,,,,,,Post- AGB
,16.783,,15.801,,,,,,,,,,,,0.000419,0.000495,0.000658,0.00175,,,0.0019625,,,,,,,,,,,,,Post- AGB
,14.24,13.404,12.59,,,,,,,,,,,,0.0192,0.0228,0.024,0.0251,,,0.0102215,,,,,,,,,,,,,Post- AGB
,16.727,16.297,15.971,,,,,,,,,,,,0.000561,0.000392,0.00346,0.00821,,,0.03607,,0.3009,,,,,,,,,,,Post- AGB
,12.842,11.94,11.686,,,,,,,,,,,,0.00669,0.00476,0.0036,0.00309,,,0.0013805,,,,,,,,,,,,,Post- AGB
,16.205,15.844,15.412,,,,,,,,,,,,,,0.00625,0.0184,,,0.19775,,1.116,,,,,,,,,,,Post- AGB
,15.317,14.733,14.154,,,,,,,,,,,,,0.00167,0.00679,0.014,,,0.055655,,,,,,,,,,,,,Post- AGB
,12.378,11.391,11.135,,,,,,,,,,,,0.0124,0.00759,0.00584,0.00407,,,0.002001,,,,,,,,,,,,,Post- AGB
,12.432,11.434,11.161,,,,,,,,,,,,0.0131,0.00793,0.0063,0.00452,,,0.0019285,,,,,,,,,,,,,Post- AGB
,13.246,12.368,11.992,,,,,,,,,,,,0.00702,0.00479,0.00399,0.00367,,,0.001584,,,,,,,,,,,,,Post- AGB
,13.505,12.653,12.489,,,,,,,,,,,,0.00361,0.00274,0.00256,0.00697,,,0.01163,,,,,,,,,,,,,Post- AGB
,16.037,15.372,14.364,,,,,,,,,,,,0.0023,0.00304,0.00563,0.017,,,0.1268,,,,,,,,,,,,,Post- AGB
